image_path,dataset_source,split,folder_label,super_label,is_skin,image_quality,brightness_mean,contrast_std,width,height,needs_review,label_source,label_status,human_verified
archive (1)/test/Acne and Rosacea Photos/rosacea-76.jpg,archive (1),test,Acne and Rosacea Photos,inflammatory,yes,fair,126.45,24.18,720,474,no,folder_inference,auto_complete,no
archive (1)/test/Acne and Rosacea Photos/rosacea-9.jpg,archive (1),test,Acne and Rosacea Photos,inflammatory,yes,fair,72.12,25.20,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Acne and Rosacea Photos/rosacea-93.jpg,archive (1),test,Acne and Rosacea Photos,inflammatory,yes,fair,125.05,22.80,487,720,no,folder_inference,auto_complete,no
archive (1)/test/Acne and Rosacea Photos/rosacea-nose-18.jpg,archive (1),test,Acne and Rosacea Photos,inflammatory,yes,fair,74.50,21.75,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Acne and Rosacea Photos/rosacea-nose-49.jpg,archive (1),test,Acne and Rosacea Photos,inflammatory,yes,fair,137.07,23.42,720,482,no,folder_inference,auto_complete,no
archive (1)/test/Acne and Rosacea Photos/rosacea-nose-66.jpg,archive (1),test,Acne and Rosacea Photos,inflammatory,yes,fair,103.90,23.92,472,720,no,folder_inference,auto_complete,no
archive (1)/test/Acne and Rosacea Photos/rosacea-steroid-1.jpg,archive (1),test,Acne and Rosacea Photos,inflammatory,yes,fair,124.25,25.59,472,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-cheilitis-sq-cell-lip-19.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,92.09,23.13,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-cheilitis-sq-cell-lip-46.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,114.47,23.46,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-5FU-13.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,138.12,25.95,603,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-5FU-32.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,101.68,25.90,480,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-5FU-35.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,89.22,22.01,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-5FU-61.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,131.28,20.11,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-face-15.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,123.66,18.24,487,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-face-27.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,81.46,18.41,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-face-9.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,139.05,22.30,720,469,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-horn-13.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,98.84,14.57,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-horn-15.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,118.93,16.55,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-horn-24.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,108.44,19.57,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-horn-4.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,154.66,24.71,720,467,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-horn-9.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,106.41,12.41,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-24.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,126.35,20.02,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-31.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,90.84,7.55,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-32.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,105.89,9.05,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-34.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,127.79,10.57,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-39.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,109.21,17.87,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-41.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,127.45,21.40,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-48.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,116.06,19.06,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-52.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,145.85,17.04,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-56.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,108.51,15.72,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-57.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,121.40,10.87,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-lesion-9.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,155.80,24.35,720,487,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-nose-14.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,92.00,23.39,472,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-pigmented-3.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,131.08,9.97,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-pigmented-4.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,119.23,14.09,480,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-pigmented-7.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,83.26,10.86,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-aldara-6.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,120.66,18.13,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-arm-1.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,127.88,24.87,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-ear-25.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,96.84,21.26,472,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-ear-37.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,120.17,23.51,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-26.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,115.65,20.13,720,462,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-29.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,121.83,23.21,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-33.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,112.22,18.97,472,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-35.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,115.42,23.41,472,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-39.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,109.05,22.32,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-41.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,150.22,20.41,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-face-43.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,90.03,18.37,720,480,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-124.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,116.50,14.29,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-125.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,127.47,10.45,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-16.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,128.72,24.65,485,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-22.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,135.91,25.55,470,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-23.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,148.66,12.95,720,469,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-27.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,144.13,17.33,720,479,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-29.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,178.90,24.43,720,484,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-32.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,144.36,25.80,486,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-34.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,154.55,19.82,485,720,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-43.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,136.45,24.81,720,482,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-59.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,145.91,7.25,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-70.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,111.97,23.82,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-75.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,119.87,13.38,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-84.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,104.16,15.84,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-86.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,111.34,22.47,720,472,no,folder_inference,auto_complete,no
archive (1)/test/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-88.jpg,archive (1),test,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,99.62,22.16,720,472,no,folder_inference,auto_complete,no
